query,id,Text,Text_processed,Sentiment,SentimentB
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369305794106322946,"Prior to COVID-19, the default for online classes was one-way, but now increased flexibility and better technology have allowed universities to be more accessible than ever before. Read more: https://t.co/InMsNk2wDM

via @universitybiz #highered #onlinelearning",prior covid default online class oneway increased flexibility better technology allowed university accessible ever read via,0.2916666666666667,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370170165535641605,"@luzhenyaaann Because the school was already planning on doing online classes even before covid 
and now everything is online except finals",school already planning online class even covid everything online except final,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371374916101111808,@RosebankRC please do something about the situation at the Pretoria CBD campus   It is full everywhere and the screening queue is so long we missing our 8am classes implement online learning again so that we don’t end up getting #COVID19 from all of this,please something situation pretoria cbd campus full everywhere screening queue long missing class implement online learning end getting,0.0333333333333333,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371529137928638464,"""High school students will spend the day in 1 classroom supervised by 1 teacher, who likely will not be teaching them. Each student will log on for online learning classes. The instructor will teach online, but not necessarily to the students in the room.""https://t.co/iUb9iDe7WI",high school student spend day classroom supervised teacher likely teaching student log online learning class instructor teach online necessarily student room,0.0533333333333333,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372406954769850369,"@CMOTamilNadu kind request CM sir
@OfficeOfOPS Deputy CM 

Covid is increasing very severely in TN... pls close schools n colleges in TN to save children... online classes can be given for students... we trust you... Request on behalf of Tamilnadu parents...🙏🏼🙏🏼🙏🏼",kind request cm sirofficeofops deputy cm covid increasing severely tn pls close school n college tn save child online class given student trust request behalf tamilnadu parent,0.6,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368778640834633730,"@attackerman Agree! My 6 yr old's school offers option of f2f or online. We're doing online cuz multi-gen home. After holidays, the f2f classes had COVID+ case every day for 10 days straight!
They have very strict protocols. Kids bringing it into school thru anti masking families.",agree yr old school offer option f online online cuz multigen home holiday f class covid case every day day straightthey strict protocol kid bringing school thru anti masking family,0.1,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369319821574352898,"Lane County COVID-19 case rates fall below 100/100K residents (https://t.co/QUqcPW8ZMO). CMHS hybrid in-person classes begin  March 15. Group A Mon/Wed, Group B Tue/Thur. 8:00am-12:45pm. Distance Learning online afternoons. Bell schedules pending.",lane county covid case rate fall k resident cmhs hybrid inperson class begin march group monwed group b tuethur ampm distance learning online afternoon bell schedule pending,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371121228073869314,And please don't make excuses that u were taught online and Covid is at its peak. If you don't listen to online classes it's your fault.. Plus Exam centre mien covid ki full precautions hongi..You need not to worry about covid. @Shafqat_Mahmood don't listen to them. @DrMuradPTI,please make excuse u taught online covid peak listen online class fault plus exam centre mien covid ki full precaution hongiyou need worry covid listen drmuradpti,0.15,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372219341710708738,"Local COVID cases go beyond previous highs, Morrin School moves some classes online https://t.co/lMZJK6GOqu https://t.co/Hnc351OQXf",local covid case go beyond previous high morrin school move class online,-0.0022222222222222,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370059680265953280,@AimanSafiyy Actually they're all in school and me and another student are the only ones who go to online classes which I'm glad I do because someone in school got covid apparently,actually theyre school another student one go online class im glad someone school got covid apparently,0.1833333333333333,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371813188107268099,"RT @cbse_12: #cancelboards2021
12 teachers, 2 staff at a government school in Hyderabad’s Mancherial have tested Covid positive. 

Can we p…",rt cbse teacher staff government school hyderabad mancherial tested covid positive p,0.2272727272727272,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369694592925335555,"RT @SeneddCYPE: We ran online focus groups to hear how student life has been during the COVID-19 pandemic. 

Over the next few days we’ll b…",rt seneddcype ran online focus group hear student life covid pandemic next day well b,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372373107025977345,"RT @aliarau: Just like you, the @Salem_Statesman newsroom this year has juggled work, helping kids with online classes, needy pets and worr…",rt aliarau like newsroom year juggled work helping kid online class needy pet worr,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372967600246775818,"@CMofKarnataka during this 2nd wave COVID-19🦠😷 in karnataka offline college is making us afraid.
We want safety and ongoing college may be effect our health please request colleges for online classes once again
#lockdown2021",nd wave covid karnataka offline college making u afraidwe want safety ongoing college may effect health please request college online class againlockdown,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371853021047631873,"@oye_student @SCC_eng @CitImmCanada @nadirypatel @MinistreMcCann @francoislegault @jfrobergeQc @marcomendicino @NadineGirault @justinpjtrudeau We paid college fees in DEC 2019 and attending online classes, college want next semester fees also but we don't know our how much time will take our files for final decision, who applied in feb2021 are getting final result but due to covid our files are still under process",paid college fee dec attending online class college want next semester fee also know much time take file final decision applied feb getting final result due covid file still process,0.015,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372462193694871552,@DrMuradPTI @Shafqat_Mahmood Sir as you know that Covid's 3rd layer spreading fastly.And our online classes is started.But teachers are not teaching us correctly. Sir we are not prepared for our exams. Sir it's a humble request to cancel the papers otherwise postponed them.,sir know covids rd layer spreading fastlyand online class startedbut teacher teaching u correctly sir prepared exam sir humble request cancel paper otherwise postponed,-0.2,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368779648679641095,"And now that COVID-19 cases are starting to balloon again, online classes now seem to be slowly becoming the norm. How BADLY will our quality of care be affected in practice? How will our knowledge be worth it if the results of our current education is basically trash?",covid case starting balloon online class seem slowly becoming norm badly quality care affected practice knowledge worth result current education basically trash,0.01,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371467132517675014,@Qurrat_Speaks When you change education class system to online classes than this is possible that you can also attend lab in randomly with keep covid-19 sop's,change education class system online class possible also attend lab randomly keep covid sop,-0.25,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371534874260111360,"RT @PawanKu62232927: #NSUT_endsem_online@msisodia #NSUT_endsem_online,Dwarka,Delhi : End sem exams from 22 March till 26 March . syllabus n…",rt pawanku dwarkadelhi end sem exam march till march syllabus n,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371575115276771331,"RT @NadeemRahi20: During pandemic, students were forced to give physical exams, although they took classes online. So, we’re demanding bett…",rt nadeemrahi pandemic student forced give physical exam although took class online demanding bett,-0.15,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370434627828117505,"A year ago, spring break was extended and @SDState faculty and staff started preparing classes to move online due to #COVID19. Share your experiences from the last year with the @SDSUArchives PAST project: https://t.co/Pd0Bkdt9z9 #coronavirus",year ago spring break extended faculty staff started preparing class move online due share experience last year past project,-0.125,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371910724386181121,#CancelCAIES2021 70% of our classes held online. No significant learning. New vatiants of covid are appearing from every country. Pakistan is on top im covid cases.Covid has not impacted those who got it but also those around. @Shafqat_Mahmood @ImranKhanPTI @DrMuradPTI,class held online significant learning new vatiants covid appearing every country pakistan top im covid casescovid impacted got also around drmuradpti,0.3371212121212121,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371390141827317762,"@TinyPistachiou @ForeverGooner1 @KazmiWajahat Uk what else is selfish?not thinking about the situation of others.We haven't done our syllabuses,our online classes were of little to no benefit,we dek how to attempt qs properly not to mention about the dangers of covid and how it can be deadly for the elders in one's family",uk else selfishnot thinking situation otherswe done syllabusesour online class little benefitwe dek attempt q properly mention danger covid deadly elder one family,-0.1291666666666666,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373141102383927303,"@DrRPNishank @DC_Gurugram Sir, in this increasing COVID risk, schools are now again open and this can lead to a big disaster, I request if a decision can be made at authority level to at least continue only online classes till summer vacations. 🙏",sir increasing covid risk school open lead big disaster request decision made authority level least continue online class till summer vacation,-0.0999999999999999,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372475605938241537,@Susan6366 We can’t book anything at the moment because of covid! I refuse to pay a tonne of money for online puppy classes 🙈,cant book anything moment covid refuse pay tonne money online puppy class,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373356483023364097,"RT @Ali06741258: @HamidMirPAK @hamzashafqaat Sir, pray for us if you cannot raise our voice. We are overseas students, stranded behind #Chi…",rt ali sir pray u cannot raise voice overseas student stranded behind,-0.4,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371164911447990275,RT @mehruazam: The batch of 2021 has been affected the most by Covid-19. We took classes online with countless technical difficulties and d…,rt mehruazam batch affected covid took class online countless technical difficulty,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372832276703113218,RT @TimesNow: #NewsAlert | Rajasthan top cop blames 'drugs and porn' for increasing crimes against women in Rajasthan. Blame also put on 'o…,rt timesnow rajasthan top cop blame drug porn increasing crime woman rajasthan blame also put,0.5,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372744138525925376,"""Across the province, a record number of #onted schools are now shut down and offering online classes only, a Star analysis shows.""

https://t.co/ddJkfS4xhZ",across province record number school shut offering online class star analysis show,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369794772068622337,"BREAKING: There has been a confirmed COVID-19 case on the UTech Papine Campus within the Bachelor of Arts in Communication Arts and Technology (BACAT) programme. There will be no face-to-face classes at this time. 
All classes will be delivered online. Further updates to come.",breaking confirmed covid case utech papine campus within bachelor art communication art technology bacat programme facetoface class time class delivered online update come,0.4,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371891195178270721,"A year of working from home; no commute, kids popping onto conf calls, zoom exercise classes, zoom birthday parties, online shopping, lots of walking, highs and lows, positives and negatives. I wonder how my work-life is going to change post-covid? https://t.co/M50e6Yd6LK",year working home commute kid popping onto conf call zoom exercise class zoom birthday party online shopping lot walking high low positive negative wonder worklife going change postcovid,0.0218181818181818,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371049918874406912,"my brain can’t afford another year of online classes 
#Covid_19 
#BreakingNews",brain cant afford another year online class covid breakingnews,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372609806205382661,"ALERT: Children Fined $436, Required to Work it Off at $10/Hour for
Missing Online Classes - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/Ead1RuOfQS https://t.co/3vjjA63ETc",alert child fined required work hour formissing online class global pandemic news,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371415391323484163,"RT @OldhamCollege: THIS WEEK: THE RETURN OF FACE-TO-FACE LEARNING |

We welcome more learners on-site this week as we return to blended lea…",rt oldhamcollege week return facetoface learning welcome learner onsite week return blended lea,0.8,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373255304268324868,"@anubha1812 @dinesh_sir @CMOMaharashtra @VarshaEGaikwad #relaxation4boardstudents
Plz online exam lo
Mam agar sab kuch online ho sakta hai to papers q nai??
Classes-online
Time table-online
Question bank-online+no use
Incase agar kisi student ko corona hua to government responsibility le rahi h??
Vaccine is not the cure for covid",plz online exam lomam agar sab kuch online ho sakta hai paper q naiclassesonlinetime tableonlinequestion bankonlineno useincase agar kisi student ko corona hua government responsibility le rahi hvaccine cure covid,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369876335229759488,@Shafqat_Mahmood Great sir covid-19 is not hitting anything except educational institutions  we are sacrificing education greatly you give dicision of spring break but university gona tak online classes our future is ruined greatly thanks alot sir 😍😍,great sir covid hitting anything except educational institution sacrificing education greatly give dicision spring break university gona tak online class future ruined greatly thanks alot sir,0.41,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371357351857455105,"Cambridge says that they make sure that exams are conducted fairly. How is it fair since students havent been able to study properly, online classes has been no use, academies/schools are closed once again.  Covid is on rise once again #cancelcieexams2021 @Shafqat_Mahmood",cambridge say make sure exam conducted fairly fair since student able study properly online class use academiesschools closed covid rise shafqatmahmood,0.3199999999999999,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372527871672082436,"RT @JaminSpeer: I understand zoom &amp; online classes will still be a thing after Covid, but could we, like, not have those for the next 10 ye…",rt jaminspeer understand zoom amp online class still thing covid could like next ye,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371833673562128385,"During the pandemic, students are forced to give on campus exams although they had taken online classes whole year. 
All the medical and AHS students had sufferred alot due to covid-19. We demand action which should compensate the students results.🙏🏻
#PassAllMedicalStudents",pandemic student forced give campus exam although taken online class whole year medical ahs student sufferred alot due covid demand action compensate student resultspassallmedicalstudents,-0.025,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371428291127689216,"RT @ahmdshafay: To begin with, majority of the students had online classes and were forced to adapt to this change which isn’t as easy as i…",rt ahmdshafay begin majority student online class forced adapt change easy,0.0666666666666666,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371482327793160195,"RT @CBCNews: When COVID-19 hit a year ago, countless students were thrown into virtual schooling for the first time.
As we look to post-pan…",rt cbcnews covid hit year ago countless student thrown virtual schooling first timeas look postpan,0.125,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370095344873246720,"@Olajuwxn @kingidris_ @Erioquinox 4. Course registration is now online, and it's hitch-free too.
5. The UI is currently holding online classes in order to curb the spread of covid-19, and the classes have been going on with little or no complaints.",course registration online hitchfree ui currently holding online class order curb spread covid class going little complaint,-0.1625,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373227676144664578,"RT @GeorgiaTech: When their classes moved online due to Covid-19, Georgia Tech students Chris and Sam hit the road. Armed with a Wi-fi hots…",rt georgiatech class moved online due covid georgia tech student chris sam hit road armed wifi hots,-0.125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371347730006568962,"In two months, the entire syllabus was done by davv . In the online classes, a lot of children had internet problems, and in this situation conducting offline exam is very risky 
🙏🙏🙏🙏
Conduct online or open book exam 
#Covid_19 
#ShivrajSinghChouhan 
#education_minister",two month entire syllabus done davv online class lot child internet problem situation conducting offline exam risky conduct online open book exam covid shivrajsinghchouhan educationminister,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371575266473095171,"@marcuslemonis #TheProfit I nominate Your Time Fitness Studio in Le Sueur, MN. Owner Kris Krause was impacted by the COVID shutdowns. But immediately turned to online training for her classes, coaching, and Silver Sneakers community so they stayed healthy. Con’t.",nominate time fitness studio le sueur mn owner kris krause impacted covid shutdown immediately turned online training class coaching silver sneaker community stayed healthy cont,0.5,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372173467680874499,"@CitImmCanada Pls don't spoil our future, attending online classes from sept. Intake , why not issuing ppr to quebec 10 college, covid can be spread by students of only in these 10 college whose caqs were suspended @CanadainIndia @marcomendicino @JustinTrudeau @Quebec_India @nadirypatel",pls spoil future attending online class sept intake issuing pr quebec college covid spread student college whose caqs suspended nadirypatel,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370546108649324553,@kshadyacct4 HIPPA has been ignored since Covid started. Colleges and universities now REQUIRE all students to report when they have covid even if their classes are 100% online. The rationale: Administration needs to know in case one of these students comes on campus for some reason.,hippa ignored since covid started college university require student report covid even class online rationale administration need know case one student come campus reason,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372925107908321285,"Some other facts include: 
-classes and training for talent on-camera and off
-A fully covid-compliant bubble for workers
-A black-owned business with an online platform that promotes diversity https://t.co/QdZnzYNqyC",fact include class training talent oncamera offa fully covidcompliant bubble workersa blackowned business online platform promotes diversity,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372426760332009473,"#Karnataka| At #Manipal Insitute of Technology, all theoretical classes have moved online, practical sessions and laboratory classes have been deferred. MIT was declared #ContainmentZone by Udupi district admin. @IndianExpress 

https://t.co/jkqLV7tM8U",insitute technology theoretical class moved online practical session laboratory class deferred mit declared udupi district admin,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371314161414717441,#cancelcieexams2021 Its Insanity to commence CAIE in the 3rd Wave of Covid and We A level Students havent been able to study At all due to online Classes,insanity commence caie rd wave covid level student able study due online class,0.1875,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369715940754087945,"RT @idsnews: 1/ Exactly one year ago, students received an email saying classes would be online for two weeks after spring break. 

Five da…",rt idsnews exactly one year ago student received email saying class would online two week spring break five da,0.25,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368985112189284359,RT @BeechwoodComm: NearYou celebrating outstanding women running their own #yoga #pilates #businesses. Despite everything that the COVID19…,rt beechwoodcomm nearyou celebrating outstanding woman running despite everything covid,0.5,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369466540760895489,"Managing nearly a year of #COVID19 has made it tough for children to be active, which may result in issues with their weight, says pediatrician Dr. Mary Messito. She suggests parents start slow, with online yoga classes and stretching videos. More tips: https://t.co/Us2Lq8if6V https://t.co/x5skuRxm5r",managing nearly year made tough child active may result issue weight say pediatrician dr mary messito suggests parent start slow online yoga class stretching video tip,-0.1805555555555555,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369345868990717952,"@pronouncedzed yeah I mean what’s stopping students who can afford to and don’t care about covid from traveling on those 3 day breaks if their classes are online, it’s just a lame excuse",yeah mean whats stopping student afford care covid traveling day break class online lame excuse,-0.2875,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372228506491351040,my dad is taking some classes online to fill the time of covid unemployment and i can hear his teachers in the other room affirming him and validating him. so UwwwwwwU,dad taking class online fill time covid unemployment hear teacher room affirming validating uwwu,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372081834096353282,RT @Rahul22265348: @DrRPNishank  school and colleges should closed due to rise in Covid cases in karnataka Colleges can conduct online clas…,rt rahul school college closed due rise covid case karnataka college conduct online clas,-0.1125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368913133864030212,"RT @DeshpandeShabda: @VarshaEGaikwad Respected mam, 
I Have some points to convey
1. It it difficult for us to prepare for hsc boards as on…",rt deshpandeshabda respected mam point convey difficult u prepare hsc board,-0.5,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369715702496690184,"@lia_tadesse I wonder why schools are not closed, especially in Addis &amp; other crowded urban centers. COVID is spreading quickely &amp; the number of +ve tests reached 20%. It is expanding in High schools in Addis. Kindly close schools &amp; practice online classes, please. Parents are worried woried.",wonder school closed especially addis amp crowded urban center covid spreading quickely amp number test reached expanding high school addis kindly close school amp practice online class please parent worried woried,0.0933333333333333,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371119522204291079,RT @Dhirajreddy47: @TheAnuragTyagi @anubha1812 Sir we are 10 12 CBSE Student during covid we had online classes but for board exams why are…,rt dhirajreddy sir cbse student covid online class board exam,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372237315385434113,"@TNelectionsCEO In this  Covid scenario, Why direct classes for election training? Easily possible thru online..more than 90%already participated in previous elections..",covid scenario direct class election training easily possible thru onlinemore already participated previous election,-0.0222222222222222,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372488588479365120,"How the heck is this fair to us.We have been under mental stress for a year ,first stress due to covid,then online classes (in which there is no actual studying or understanding at all ),then schools opening n teachers giving us shit loads of home #cancelcaieexams2021",heck fair uswe mental stress year first stress due covidthen online class actual studying understanding school opening n teacher giving u shit load home,0.0874999999999999,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369934429922095109,@BSERofficial please look into this years 12th board !! Many students can't take the online classes and we can't go to school because of covid-19 .,please look year th board many student cant take online class cant go school covid,0.5,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372748995215437825,@ndmaindia We want online exam And online class in Delhi. Due to covid-19 pandemic. In Delhi. Please help us . sir Delhi schools are forceing for offline exam And classes. Please sir help us . 🙏🙏🙏😭😭😭😭🙏,want online exam online class delhi due covid pandemic delhi please help u sir delhi school forceing offline exam class please sir help u,-0.125,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372206510764265474,"@capt_amarinder @Narendmodi Respected Sir,Why u r playing with the lives of children there is need of school to be closed and online classes to prevail as Punjab has highest Covid Fatality Rate of 3.05 has failed to be a disciplined state...",respected sirwhy u r playing life child need school closed online class prevail punjab highest covid fatality rate failed disciplined state,-0.3,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370399408550907908,It's not just 2+2=4 to study and write. The portions are really vast and due to Covid 19 classes were online and it was difficult for us to understand the subjects. Changing time table frequently leads to frustration.,study write portion really vast due covid class online difficult u understand subject changing time table frequently lead frustration,-0.1383333333333333,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371344449679278081,RT @Cyrus_abk: #cancelcieexams2021 Its Insanity to commence CAIE in the 3rd Wave of Covid and We A level Students havent been able to study…,rt cyrusabk insanity commence caie rd wave covid level student able study,0.5,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370915770058821632,RT @urjoshi4: @Cam_Assessment @ChristineOzden @CambridgeUP @pittbuilding @thecraneevent @wearepinklamp @jmpsltd1 @CambridgeInt @CambridgeEn…,rt urjoshi cambridgeen,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372051111914348544,"@RAKRI1 Sir. I heard your press conference on the covid cases increasing... in Tamil Nadu. Should we not go back to online classes for the students rather requesting students to attend the classes for 9th, 10th, 11th and 12th. Please do consider it",sir heard press conference covid case increasing tamil nadu go back online class student rather requesting student attend class th th th th please consider,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372217257837817858,@DrRPNishank Sir we want online exam And classes in Delhi. Due to covid-19 pandemic. Please sir help us . Delhi schools are forceing for offline exams And classes . in Delhi. Please sir help us . 🙏🙏🙏🙏😭😭😭😭,sir want online exam class delhi due covid pandemic please sir help u delhi school forceing offline exam class delhi please sir help u,-0.125,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369706925856862210,"7/ The following week, things looked a lot different. Little 500 was canceled, classes were moved online for the rest of the semester and residence halls closed.

https://t.co/8CUM69fFmp",following week thing looked lot different little canceled class moved online rest semester residence hall closed,-0.071875,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369928123916165124,"@TrendingSAon3 @Vodacom I run tutoring services for kids with special needs. Since COVID 19, I have had to restructure and conduct my services online including online advertisements and marketing to attract new customers which boosts sales while conducting classes at the same time
#EveryoneConnected",run tutoring service kid special need since covid restructure conduct service online including online advertisement marketing attract new customer boost sale conducting class timeeveryoneconnected,0.2467532467532467,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369726691799662600,"@ginkgocrown I took the plunge the semester before COVID started after having dropped out a few years ago. Have had to take a lot of online classes, but still the best decision I’ve ever made",took plunge semester covid started dropped year ago take lot online class still best decision ive ever made,1.0,1.0
